Symbol,Open,High,Low,Close,Adj Close,Volume,52High,52Low
CTB,31.3,31.38,30.48,,,"478,013",31.575,13.82
CTBI,32.44,32.7,31.66,,,"46,308",47.54,26.45
CTMX,7.92,8.2,7.83,,,"281,243",15.44,3.595
CTO,37.81,38.4,37.04,,,"15,018",68.6435,33.41
CTRA,3.26,3.62,3.1,,,"160,502",39.63,1.93
CTRE,17.5,17.69,17.1,,,"529,050",24.56,7.16
CTRN,17.92,18.07,17.43,,,"215,090",24.78,6.7
CTS,20.87,20.91,19.745,,,"222,463",34.29,17.9228
CTSO,9.91,10.39,9.86,,,"731,828",11.74,3.49
CTT,9.68,9.77,9.58,,,"125,221",12.54,5.13
CUB,43.52,44.37,43.1,,,"763,699",75.2,30.86
CUBI,11.19,11.22,10.66,,,"186,664",25.72,8.36
CUE,20.3,21.22,19.84,,,"300,562",31.69,6.74
CULP,9.96,10.04,9.75,,,"43,481",18.66,5.28
CURO,7.54,7.7299,7.38,,,"313,205",16.99,3.43
CUTR,14,14.265,13.18,,,"272,384",39.15,9.07
CVA,9.7,9.865,9.5701,,,"767,076",17.97,6.57
CVBF,18.91,19.35,18.395,,,"640,852",22.225,14.915
CVCO,187.55,196.5175,183.1,,,"30,439",236.1,99.58
CVCY,13.97,14.24,13.55,,,"43,610",22.15,10.585
CVGI,2.35,2.45,2.31,,,"152,772",8.4,1.24
CVGW,61.62,62.75,60.99,,,"107,457",99.71,48.31
CVI,20.02,20.13,19.7,,,"364,455",55.5228,13.81
CVLT,38.6,39.32,38.45,,,"264,082",51.9,24.26
CVLY,12.7,13,12.7,,,"15,388",23.6,10.62
CVM,13.02,13.32,12.7,,,"365,059",18,6
CWCO,12.23,12.45,12.06,,,"126,964",18.83,12
CWEN,24.62,25.05,24.43,,,"404,534",25.09,16.12
CWEN/A,22.89,23.3,22.59,,,"134,540",22.83,15.2891
CWH,35.69,39.24,35.15,,,"2,148,744",38.4028,3.4
CWK,11.31,11.475,11.14,,,"229,174",20.795,6.84
CWST,53.69,55.59,53.49,,,"200,924",56.14,34.35
CWT,50.54,50.84,49.95,,,"218,999",57.48,39.74
CXW,9.17,9.24,9.01,,,"775,091",18.53,8.33
CYCN,3.64,3.91,3.57,,,"418,701",14.83,1.69
CYH,3.94,4.125,3.92,,,"1,608,611",7.47,1.79
CYRX,35.195,36.78,35.03,,,"431,427",36.44,12.4
CYTK,24.23,25.21,23.6,,,"833,080",29.2,7.725
CZNC,19.23,19.315,18.92,,,"8,684",29.064,15.6881
DAKT,4.28,4.29,4.2001,,,"83,668",7.95,3.69
DAN,12.68,12.885,12.43,,,"1,298,105",19.88,4.22
DAR,28.48,28.73,27.85,,,"1,406,578",29.57,10.25
DBD,6.35,6.4901,6.23,,,"874,632",14.66,2.8
DBI,6.68,6.73,6.33,,,"1,806,548",19.08,2.6
DCO,35.04,35.46,34.31,,,"50,379",57.8352,16.27
DCOM,11.85,11.97,11.57,,,"234,647",22.5,11.35
DCPH,48.86,51.09,48.59,,,"213,317",71.11,19.88
DDD,6.8,6.91,6.7,,,"1,738,252",12.56,5.2
DDS,25.09,26.05,24,,,"469,083",84.47,21.5008
DEA,23.55,23.68,23.23,,,"460,240",29.695,18.49
DECK,206.45,210.395,204.4,,,"409,712",218.185,78.7
DENN,8.86,8.94,8.6,,,"1,169,749",23.88,4.5
DFIN,8.45,8.63,8.2615,,,"352,976",14.58,4.04
DGICA,13.82,13.86,13.73,,,"14,457",16.19,11.2212
DGII,11.63,11.67,11.24,,,"136,368",18.99,6.18
DHIL,124.9,125.75,122.89,,,"8,323",150,75
DHT,5.54,5.55,5.4,,,"2,078,438",8.83,4.77
DHX,2.7,2.72,2.59,,,"104,542",4.28,1.78
DIN,41.36,41.69,39.7696,,,"580,417",104.465,14.16
DIOD,50.87,51.81,50.38,,,"221,071",59.7,31.512
DJCO,281.52,285,281.52,,,999,300.3,187.53
DK,18.38,18.76,18.1,,,"876,203",44.08,7.79
DLA,12.62,13.34,12.5001,,,"15,049",31.71,7.532
DLTH,7.59,7.8599,7.44,,,"202,701",13,2.815
DLX,21.53,22,21.02,,,"381,256",54.145,18.9
DMRC,14.45,14.56,14.24,,,"81,489",51.35,9.92
DNLI,23.41,24.635,23.28,,,"335,568",30.41,12.39
DNOW,8.82,8.905,8.63,,,"707,423",12.99,4.05
DNR,0.2402,0.2495,0.24,,,"21,631,905",1.68,0.163
DOC,17.57,17.84,17.47,,,"1,570,445",20.78,11.01
DOMO,32.31,34.25,31.64,,,"460,333",38.48,7.62
DOOR,85.05,86.48,83.81,,,"112,977",89.205,34.88
DORM,72.92,73.82,71.21,,,"112,707",85.79,44.49
DRH,5.02,5.12,4.92,,,"2,226,386",11.79,1.96
DRNA,23.55,24.9441,23.35,,,"305,503",27.68,11.75
DRQ,34.28,34.3625,33.1,,,"191,461",56.71,23.91
DS,1.66,1.72,1.65,,,"614,403",5.31,0.86
DSKE,3.76,3.91,3.72,,,"107,930",4.4274,0.8574
DSPG,15.79,16.23,15.69,,,"160,130",18.77,10.26
DSSI,8.46,8.48,8.07,,,"211,037",17.5,7.63
DTIL,7.85,8.64,7.8,,,"435,709",23.6702,4.6
DVAX,10.12,10.78,9.92,,,"6,528,222",12.44,1.8
DX,15.29,15.66,15.235,,,"381,723",20.34,7.04
DXPE,19.33,19.52,18.9,,,"174,322",43.94,10.44
DY,41.56,42.4,41.08,,,"267,027",59.06,12.24
DZSI,9.72,10.26,9.61,,,"71,622",11.9135,2.9
EAT,25.61,25.9472,24.5,,,"1,366,649",47.57,7
EB,8.56,8.749,8.38,,,"1,190,156",22.9,5.71
EBF,17.46,17.58,17.25,,,"89,551",22.21,13.98
EBIX,22.67,23.35,22.43,,,"215,712",46.5,8.75
EBS,88.97,93.62,88.32,,,"9,626,514",107.16,39.11
EBSB,12.03,12.33,11.85,,,"102,185",20.86,8.88
EBTC,22.2,22.5,21.83,,,"3,461",34.75,19.275
ECHO,26.11,26.77,25.085,,,"509,442",24.64,14.17
ECOL,35.08,35.3,34.01,,,"188,775",67.24,24.94
ECOM,14.89,15.7,14.79,,,"377,030",17.795,4.3901
ECOR,1.68,1.88,1.5905,,,"5,653,864",5.64,0.3201
ECPG,35.33,35.8,34.81,,,"187,361",40.16,15.27
EDIT,30.33,31.1,29.72,,,"809,969",36.78,14.01
EE,68.15,68.16,68.095,,,"396,902",74.44,61.74
EEX,2.78,2.88,2.71,,,"180,757",12.66,1.5
EFC,12.24,12.42,12.1,,,"160,996",19.12,3.2408
EFSC,30.46,30.56,29.675,,,"62,206",48.81,21.7003
EGAN,10.26,10.53,10.17,,,"147,178",12.12,4.8
EGBN,32.1,32.56,30.81,,,"141,480",49.84,23.08
EGHT,16.64,17.07,16.49,,,"1,334,173",26.67,10.7
EGLE,2.08,2.125,2,,,"259,504",5.15,1.27
EGOV,21.935,22.42,21.84,,,"315,318",25.94,15.49
EGP,121.7,123.54,119.75,,,"164,250",142.69,83.3994
EGRX,48.88,49.88,48.41,,,"104,473",64.94,33.8
EHTH,114,118.05,112.1935,,,"1,029,852",152.1862,52.71
EIDX,44.82,46.13,43.57,,,"47,345",66.5587,28
EIG,32.64,32.85,31.85,,,"173,230",45.23,25.53
EIGI,6.25,6.44,6.131,,,"639,438",6.355,1.31
EIGR,10.1,10.5,9.8,,,"435,559",15.82,4.55
ELF,18.05,18.59,17.84,,,"661,010",20.95,7.58
ELOX,3.03,3.145,2.97,,,"51,343",9,1.44
ELVT,1.76,1.81,1.7,,,"428,280",5.98,0.89
ELY,18.28,18.495,17.65,,,"2,471,227",22.33,4.75
EME,64.22,65.08,63.22,,,"333,248",93.54,41.85
EML,17,17.5,16.75,,,"5,919",31.965,15.28
ENDP,3.33,3.385,3.29,,,"3,431,360",7.1,1.97
ENOB,4.07,4.3899,4.04,,,"84,950",13.43,1.95
ENPH,61.67,65.43,60.3,,,"3,992,500",70.36,17.18
ENS,66.67,67.62,65.91,,,"132,677",78.9698,35.2083
ENSG,45.695,46.57,45.26,,,"226,325",58.915561,24.06
ENTA,48.82,49.49,48.58,,,"127,333",82.98,38.4
ENV,80.29,82.51,80.02,,,"192,341",87.75,45.53
ENVA,14.24,14.46,14.04,,,"126,343",29.33,7.84
ENZ,2.48,2.64,2.44,,,"777,080",4.85,1.56
EOLS,3.34,3.42,3.22,,,"472,946",19,3
EPAY,49.32,50.26,48.428,,,"161,543",57.22,27.82
EPC,30.18,30.45,29.32,,,"312,003",38.97,20.51
EPM,2.73,2.8874,2.7112,,,"74,627",6.77,2.1206
EPRT,15.18,15.335,14.71,,,"534,465",29.343,6.08
EPZM,14.18,14.76,14.03,,,"740,975",27.82,9.735
EQBK,14.61,14.67,14.065,,,"43,446",31.91,12.49
ERI,38.24,0,0,,,0,70.74,6.02
ERII,7.78,7.86,7.6427,,,"129,596",11.72,6.11
EROS,3.53,3.6257,3.44,,,"2,029,149",4.91,1.1
ESCA,15.45,15.69,15.27,,,"28,276",15.5,4.69
ESE,87.93,88.705,86.62,,,"71,921",107.1,62.64
ESGR,176.92,177.84,174.57,,,"33,223",213.99,94.58
ESNT,35.94,36.76,35.51,,,"679,908",55.84,17.52
ESPR,44.09,46.4,43.77,,,"461,080",76.98,24.82
ESQ,16.24,16.655,15.42,,,"42,883",28.89,10.83
ESSA,13.03,13.21,13.03,,,"2,678",17.73,9.7
ESTE,3.09,3.2,3.07,,,"168,323",7.23,1.44
ESXB,5.13,5.15,5.05,,,"47,519",9.75,4
ETH,11.94,12.2304,11.92,,,"261,768",21.3,8.38
ETM,1.51,1.55,1.47,,,"901,580",5.82,0.75
EVBG,134.89,143.4,134.77,,,"282,659",165.79,59.85
EVBN,22.76,23.44,22.75,,,"5,493",41.75,20.5
EVC,1.52,1.53,1.48,,,"77,065",3.48,1.1
EVER,48.29,51.7308,47.68,,,"289,103",63.44,13.0902
EVFM,2.9,2.975,2.88,,,"1,381,048",7.5,2.73
EVH,10.49,10.85,10.22,,,"1,356,507",12.0076,3.5
EVI,23.15,24.22,22.7,,,"14,847",36.52,13.7852
EVLO,4.16,4.45,4.07,,,"62,769",9.265,3.01
EVOP,23.87,24.14,23.6,,,"212,283",31.93,10.12
EVRI,5.95,6.28,5.69,,,"5,327,806",14.8759,1.55
EVTC,31.61,31.735,30.48,,,"970,858",37.38,18.2101
EXLS,64.64,65.62,64.2,,,"149,646",79.775,40.61
EXPI,20.89,21.2211,20.17,,,"576,152",20.19,6.51
EXPO,80.93,82.44,80.62,,,"204,860",83.54,58.03
EXPR,1.24,1.32,1.23,,,"2,500,967",6.24,1.24
EXTN,5.28,5.31,5.11,,,"165,185",14.89,3.24
EXTR,4.62,4.7,4.54,,,"629,091",8.5,1.43
EYE,32.03,32.8,31.625,,,"375,342",39.88,11.7
EYPT,0.7402,0.7845,0.74,,,"213,820",2.69,0.655
EZPW,5.81,5.97,5.595,,,"766,441",10.2,3.41
FARM,5.94,6.25,5.88,,,"99,505",17.38,5.79
FARO,57.89,58.01,56.02,,,"78,870",64.99,35.15
FATE,32.52,33.81,32,,,"492,597",38.52,12.59
FBC,29.37,29.75,29.07,,,"217,249",40,16.76
FBIZ,14.72,14.92,14.71,,,"15,595",27.35,12.86
FBK,25.38,25.52,24.89,,,"181,243",40.33,14.38
FBM,14.56,15.03,14.495,,,"137,176",22.14,7.99
FBMS,20.72,20.98,20.03,,,"35,856",35.88,15.27
FBNC,22.56,22.57,22.145,,,"198,959",41.34,17.319
FBP,5.95,6.045,5.6,,,"2,095,601",11.1,3.5
FC,18.57,18.7,18.22,,,"71,230",41.85,12.61
FCAP,58,59.5,58,,,"4,062",81.71,42.72
FCBC,21.29,21.5622,21.12,,,"16,211",34.15,18.06
FCBP,15.59,15.85,15.12,,,"23,337",27.39,10.25
FCCY,12.26,12.42,12.03,,,"2,332",22.9053,9.01
FCF,8.06,8.145,7.75,,,"652,900",14.93,6.77
FCFS,65.3,66.25,64.78,,,"328,983",105,60.04
FCN,112.21,115.275,111.75,,,"331,579",144.1,96.31
FCPT,23.24,23.67,22.8105,,,"349,800",32.5,12.8
FDBC,51.28,51.28,50.91,,,886,70,30.5
FDP,23.94,24.09,23.66,,,"154,915",38.79,20.25
FELE,53.62,54.39,53.14,,,"147,716",61.49,41.25
FET,0.4908,0.51,0.475,,,"1,670,916",2.745,0.1501
